area,bedrooms,bathrooms,floor,age,furnishing,location,price
3747,2,1,7,5,2,Chromepet,49945125
1310,2,4,3,17,0,Guindy,36492025
2790,1,1,2,1,1,Guindy,76523737
1516,4,3,8,22,0,Guindy,42379266
3475,1,1,9,7,2,Chromepet,45837426
3252,3,4,3,23,1,Porur,49855206
2096,5,2,3,13,1,Adyar,64699006
2040,5,4,13,5,2,Adyar,64595137
904,2,2,8,9,1,OMR,18622681
1335,5,3,12,7,1,Guindy,39080416
2938,5,4,11,16,2,Velachery,62140860
2563,5,1,10,24,1,Porur,40441281
2749,3,4,11,11,1,Adyar,84825159
2609,5,2,13,16,2,Anna Nagar,74833148
3938,5,3,1,12,1,Tambaram,49769171
3514,5,1,13,18,1,Besant Nagar,121765403
3615,1,4,11,11,1,Chromepet,48327104
3621,3,2,4,15,1,Chromepet,48237869
3489,2,1,14,24,2,Adyar,105742790
1561,1,3,3,4,0,Chromepet,20964088
3589,4,1,8,24,0,Guindy,96868982
1626,3,3,11,15,1,Besant Nagar,56425728
2732,3,1,4,24,2,Velachery,55026746
2975,4,4,8,5,2,Anna Nagar,85016084
3463,4,2,10,10,1,OMR,67190366
2073,4,4,8,16,0,Besant Nagar,72812599
3101,2,4,13,22,1,Velachery,63682959
2547,5,3,1,13,2,Chromepet,34755507
3276,3,3,13,5,2,Adyar,100385888
3892,5,3,14,24,0,T Nagar,123106591
1777,5,4,8,22,2,OMR,36685233
1264,4,1,2,10,2,Porur,20594943
611,2,1,3,11,2,Tambaram,8929398
1756,1,4,0,12,0,Adyar,52917047
903,2,4,13,3,2,Chromepet,14282679
3964,5,2,0,6,1,Adyar,120092824
3622,2,3,0,1,0,Guindy,98771839
3971,4,3,8,5,1,Chromepet,53887038
2363,1,4,10,5,1,Adyar,71697470
3430,4,4,7,17,0,Besant Nagar,118586558
642,1,1,4,19,1,Besant Nagar,22398100
1543,5,4,4,7,0,Anna Nagar,45929559
2990,1,1,8,7,1,Anna Nagar,85757123
1949,1,4,2,7,0,OMR,38159357
3145,1,2,2,7,2,Adyar,95337958
3011,2,2,6,0,2,Anna Nagar,85306958
1490,2,1,8,1,1,Guindy,41835976
3074,5,3,5,11,2,Velachery,64169716
1604,1,2,13,14,0,Anna Nagar,45023993
620,3,1,1,3,1,Adyar,19759956
1006,5,4,0,24,2,Besant Nagar,36049566
3266,1,4,1,2,2,Tambaram,41026762
1614,1,1,13,13,1,T Nagar,51342120
935,2,3,13,21,2,Porur,15266721
2438,5,1,0,22,2,Anna Nagar,69684680
3788,1,1,9,7,1,Porur,58026867
1747,1,2,9,12,2,T Nagar,55236110
3046,5,1,8,22,2,OMR,59383268
3440,3,1,14,18,2,Besant Nagar,118896289
2427,5,4,9,21,2,Besant Nagar,84839142
1314,5,2,14,4,1,T Nagar,42825457
650,3,4,11,12,0,Adyar,21956521
923,5,4,13,19,0,Porur,15491854
1388,1,3,12,0,2,Porur,22772746
740,5,3,7,15,2,T Nagar,25450881
1069,3,2,14,22,0,Porur,17382604
1386,4,2,6,23,2,Adyar,43144808
2425,5,3,14,1,0,Besant Nagar,83738937
1957,2,3,2,6,1,OMR,38141743
2516,1,3,7,5,1,Guindy,69380145
1563,1,3,1,4,1,Besant Nagar,54127453
3655,2,3,1,3,1,Velachery,74735833
972,2,4,10,1,1,Velachery,22060747
3141,5,2,9,9,1,Besant Nagar,109287343
2292,2,4,2,21,0,Adyar,69055492
3398,4,4,6,4,2,Guindy,94116748
1779,3,1,0,17,0,OMR,35036720
2938,2,4,7,9,1,Porur,45620445
2271,2,3,11,22,2,Velachery,46742295
3815,4,3,6,21,2,Velachery,78314937
705,1,1,3,14,1,Velachery,15058610
2043,1,1,13,8,1,Chromepet,27188367
3317,5,1,14,10,1,Adyar,101511941
2281,4,1,4,20,1,Besant Nagar,77802019
601,3,1,9,24,1,Guindy,16918814
3236,3,4,12,24,1,Besant Nagar,111897796
3291,4,1,0,16,2,Chromepet,43860879
2737,3,4,3,20,1,Velachery,56919906
949,1,2,14,8,1,T Nagar,30807100
1886,3,1,0,22,2,Chromepet,25186867
3779,3,1,0,15,0,Adyar,113693931
1662,4,4,9,5,1,OMR,33398071
3556,4,2,0,21,2,Porur,54554833
2806,3,4,6,10,2,Tambaram,35951193
3606,2,4,6,22,0,Guindy,98122965
2959,4,1,3,16,1,Chromepet,39742556
3912,5,3,14,3,1,OMR,76922661
1044,5,3,12,14,1,Tambaram,14295638
2945,1,4,11,0,2,OMR,58051895
1551,3,1,1,21,1,Besant Nagar,53404303
635,2,2,11,19,1,Besant Nagar,22545654
1707,1,3,2,0,1,Velachery,35491757
2075,3,2,7,8,1,Anna Nagar,60068321
2398,4,3,12,11,0,Porur,38316417
2445,5,1,7,3,0,Adyar,75708685
2008,2,4,10,21,0,Adyar,61802663
1795,5,2,10,12,1,Velachery,38318540
1999,4,2,5,6,1,Besant Nagar,70004162
2308,3,4,14,7,2,Velachery,49751480
1985,4,2,9,12,2,T Nagar,63996809
3206,4,3,8,10,2,Chromepet,43555416
3538,5,4,10,8,1,Chromepet,47792476
2788,2,3,11,24,0,Guindy,75945423
3534,4,3,8,23,0,Besant Nagar,121748371
3789,5,1,3,15,0,Anna Nagar,107821475
1900,2,3,11,9,1,T Nagar,59914762
3373,3,1,0,10,0,T Nagar,105627710
1843,3,2,0,11,2,Besant Nagar,64589343
3697,1,2,14,13,2,Chromepet,49745368
1120,5,1,11,18,0,Tambaram,15177862
2406,2,3,9,11,2,Chromepet,32921594
609,4,4,14,17,0,Guindy,18232998
1583,3,4,4,20,0,Guindy,44233773
3025,2,1,13,16,2,Besant Nagar,104451673
2256,5,2,12,2,2,Porur,36596431
2260,1,2,1,0,2,Porur,36421053
3329,3,4,14,18,2,Anna Nagar,94637100
3231,2,1,5,3,0,Porur,49278934
2799,2,4,6,22,2,OMR,54115301
1319,2,3,0,15,2,OMR,26353087
1672,5,3,5,11,1,Adyar,51345518
3825,5,1,7,20,2,OMR,75059633
1458,5,1,11,20,2,Tambaram,19948725
1916,4,3,4,12,0,Tambaram,24645677
2203,2,2,13,16,0,Tambaram,27290838
649,3,1,11,7,1,OMR,14309154
3311,5,3,6,12,2,Anna Nagar,95292353
3178,5,3,9,19,2,Chromepet,44080008
3731,2,2,5,4,2,Besant Nagar,128382773
3838,5,2,3,17,2,Velachery,78539262
3873,4,2,14,14,2,Adyar,118968868
3504,4,2,14,11,2,Guindy,97284831
745,5,4,6,16,1,T Nagar,25217993
1514,2,2,9,24,2,Guindy,42051919
3640,2,4,8,14,2,Adyar,111032407
2062,2,1,9,1,2,Guindy,57617601
2889,1,3,9,5,1,Chromepet,39591725
1180,5,4,12,16,2,Guindy,34445064
3334,2,1,6,15,1,Guindy,90445723
2184,4,1,11,16,0,Chromepet,29838895
1082,3,4,13,24,2,Chromepet,15687723
3779,3,1,4,19,1,OMR,72135540
1849,2,1,6,8,0,Chromepet,25313775
1272,3,4,2,4,1,Velachery,27186396
1230,3,1,1,22,1,Porur,18035968
3308,1,2,10,0,0,Velachery,67783707
1261,4,2,14,5,2,Guindy,36427924
3452,4,3,4,23,2,Velachery,70908916
3066,1,1,3,13,1,Adyar,92901720
1587,1,3,4,16,0,Besant Nagar,54512823
3831,3,2,7,24,2,Porur,57637260
2146,5,2,11,18,1,Besant Nagar,73962164
1249,3,2,3,0,0,T Nagar,39832795
1568,1,1,14,0,1,Velachery,32781571
3237,4,1,8,12,0,Besant Nagar,111978070
1700,3,2,6,13,2,Chromepet,23825666
3156,5,3,9,5,2,Anna Nagar,92526636
1040,3,3,12,5,1,Anna Nagar,30524286
3925,2,4,11,0,2,Chromepet,53535645
1520,3,2,6,13,2,Besant Nagar,53037264
1369,1,3,14,2,0,Guindy,38600318
1943,4,2,12,22,2,Chromepet,27954837
2426,4,3,12,9,0,Porur,39337456
862,1,4,7,18,0,Tambaram,11101230
2177,2,4,11,18,1,Adyar,67220756
3284,1,2,5,18,0,Guindy,89005775
3838,3,3,7,22,2,Porur,58502353
3106,1,1,2,3,0,Besant Nagar,106091160
1598,1,4,9,19,0,Guindy,43683445
3951,2,2,9,18,1,Guindy,107625615
1299,3,2,13,9,2,Besant Nagar,45829956
2949,5,3,0,24,2,Chromepet,40054573
2203,5,2,5,1,2,Besant Nagar,77664825
1841,4,4,0,3,0,Velachery,39052126
1725,1,2,8,23,2,Velachery,35334929
3201,4,2,13,5,2,Adyar,99397304
2935,2,1,1,6,0,Anna Nagar,83886101
1790,5,1,10,15,1,OMR,35657734
3268,1,4,1,6,1,Adyar,99685033
1605,2,3,6,17,0,Adyar,50027300
635,2,1,1,19,1,Tambaram,8458061
1343,1,3,9,21,1,OMR,26635661
2364,2,4,7,18,1,Anna Nagar,66561071
952,1,1,5,8,2,Guindy,26354962
2522,1,3,13,19,1,OMR,48751948
672,3,1,6,9,2,Tambaram,10297595
3295,4,4,6,12,1,T Nagar,103849695
1976,2,4,5,17,2,Adyar,60707312
2514,2,1,9,15,0,Besant Nagar,86546137
1693,3,3,10,21,0,Adyar,51562150
3072,3,2,8,16,1,Chromepet,41385544
3646,3,2,12,21,2,Tambaram,45386386
1307,5,1,8,12,0,Adyar,41268555
2404,5,3,14,11,0,Adyar,74809424
3208,5,2,6,9,0,OMR,63105646
3475,1,4,8,0,0,OMR,67625392
1555,2,3,12,7,1,Besant Nagar,53802022
3164,4,2,9,20,2,Porur,49279831
3075,1,3,2,21,0,Chromepet,40162652
759,2,1,2,17,1,Besant Nagar,26659272
2796,2,3,0,1,0,T Nagar,87624535
3423,3,2,4,15,0,Chromepet,45419899
3901,3,1,14,11,0,OMR,75515680
2335,1,3,3,8,0,Adyar,70423722
2185,3,4,1,2,1,Guindy,60338361
666,2,2,8,21,2,Adyar,21231270
3661,3,1,2,20,1,Anna Nagar,103661881
3028,5,3,14,3,1,Besant Nagar,105569545
657,3,4,7,1,1,Chromepet,10692116
3930,2,2,5,7,0,Guindy,107494774
941,1,4,13,9,2,Anna Nagar,28701354
1753,4,3,12,15,0,T Nagar,56258712
3374,3,3,4,22,1,Adyar,102497100
1795,2,1,0,10,0,Porur,27591024
3417,4,4,3,17,2,Tambaram,43329516
3261,4,1,2,21,2,Anna Nagar,91932290
1832,5,2,0,13,0,Adyar,57298605
3001,4,1,11,7,1,Adyar,92087001
2094,2,2,14,22,0,Chromepet,28406916
2421,2,3,4,14,1,Chromepet,32182097
715,3,3,5,16,2,Porur,12242049
3935,3,4,1,20,0,Anna Nagar,111318491
1261,3,2,14,17,2,OMR,24876796
2065,4,3,13,5,1,Chromepet,28894429
3100,4,4,2,22,1,Tambaram,38307357
2468,5,4,10,13,0,Adyar,75680681
2934,3,1,13,22,0,Adyar,88943041
3974,1,4,14,2,0,T Nagar,124876958
1616,5,3,5,6,2,T Nagar,53417853
910,1,1,3,14,1,Porur,13429662
807,4,2,8,20,1,Anna Nagar,24163374
3265,5,2,4,23,2,Velachery,66539955
3093,5,3,3,15,0,Guindy,84302429
3317,2,3,1,15,0,Chromepet,44064901
1232,4,1,5,7,2,Anna Nagar,36701299
2702,4,1,9,6,1,Adyar,83196059
3559,5,3,1,5,1,Besant Nagar,122547751
3683,4,3,11,1,1,T Nagar,116774793
1256,5,2,12,21,1,Guindy,36120680
2023,2,2,6,12,2,Chromepet,28095080
2531,5,2,2,11,1,OMR,50213147
3627,4,3,8,14,2,OMR,71535567
3162,4,4,10,8,0,T Nagar,100735689
2279,5,3,4,1,2,Anna Nagar,66624432
836,5,3,7,16,1,Chromepet,13177265
3950,5,2,10,4,0,Guindy,109389838
947,3,3,5,10,2,Adyar,30455062
3274,4,1,13,21,2,Anna Nagar,93981498
3775,4,3,11,18,2,T Nagar,119592248
1229,3,3,9,23,0,Porur,19148774
2140,5,3,7,6,2,Velachery,44857000
2603,2,3,12,1,1,Anna Nagar,74903653
1871,5,4,12,15,0,Tambaram,24161434
963,5,3,10,11,0,Chromepet,14720562
2968,3,1,11,22,2,OMR,57658298
885,4,1,2,14,1,Tambaram,12460455
748,5,3,2,0,0,Anna Nagar,23396531
1707,4,2,4,24,2,Anna Nagar,49624967
3053,1,4,10,12,1,Tambaram,37761202
3625,4,3,9,22,2,Porur,57009834
1055,2,3,2,5,2,Tambaram,14706824
2366,2,3,7,12,0,Adyar,72263719
1399,5,2,9,17,0,Guindy,38539720
1784,4,2,12,2,2,Tambaram,24617369
1612,5,2,11,0,0,Tambaram,22680667
3431,3,4,13,14,0,Chromepet,46398643
3107,2,1,7,12,1,Guindy,84824874
2123,5,4,1,4,1,Velachery,44641661
3385,3,2,11,24,2,Tambaram,41194132
3156,5,1,3,12,2,Tambaram,39460953
1080,4,1,9,21,2,Adyar,34739709
2286,4,2,12,4,2,OMR,46513505
2761,4,2,0,18,1,Adyar,83573645
3396,4,4,3,20,0,Tambaram,41812806
2201,1,2,11,23,1,Chromepet,30260541
3008,3,1,12,17,2,Adyar,91249922
940,3,3,12,20,2,Chromepet,13662287
3417,4,2,10,21,1,Guindy,93554209
2610,1,2,12,9,1,Chromepet,34440994
3408,4,4,3,23,2,Porur,52581244
3616,1,4,9,7,0,Besant Nagar,123952845
3096,4,2,8,14,2,Guindy,85080875
2466,2,1,14,20,1,Besant Nagar,85457985
1434,2,1,2,24,2,Tambaram,17064585
1803,5,3,14,19,2,Tambaram,24105037
2325,4,2,1,24,0,Porur,35126499
2289,3,4,8,22,2,Anna Nagar,65707013
3867,5,1,8,21,2,Besant Nagar,132776267
910,2,3,0,3,2,Adyar,28917947
861,4,2,5,1,1,Porur,15135731
2042,5,1,9,23,1,Guindy,57315090
1005,4,2,7,5,0,Velachery,21555702
2790,2,2,2,2,2,Adyar,86028913
941,5,1,10,6,1,Chromepet,14039510
1939,2,1,8,9,0,Tambaram,23988990
3772,1,1,1,22,2,Guindy,102896369
843,2,2,5,5,0,Porur,15146470
1089,4,2,0,15,0,Besant Nagar,38868968
611,3,3,12,1,0,Besant Nagar,22722204
3910,2,4,6,23,0,T Nagar,122247437
1160,3,2,2,16,0,Tambaram,15021318
641,1,4,6,12,0,Adyar,20322711
3325,5,1,3,0,0,Chromepet,44571076
1193,5,2,8,5,2,Chromepet,18226291
2052,3,3,4,4,2,Tambaram,26411077
2426,5,3,2,24,0,T Nagar,75961793
3829,2,4,14,12,2,T Nagar,120663315
3887,3,1,7,22,0,Adyar,117337665
2293,4,4,5,17,2,T Nagar,73653691
733,2,1,1,11,1,Porur,11528035
3738,2,3,2,6,0,T Nagar,116898695
3678,2,4,7,14,1,Besant Nagar,126893964
1547,4,3,14,2,0,OMR,31848435
672,1,3,9,15,0,Anna Nagar,19756775
998,5,1,6,0,1,Besant Nagar,36220984
2028,3,4,9,15,1,Besant Nagar,70853365
3225,1,4,5,23,1,Velachery,64640487
3506,3,3,13,11,0,Velachery,71891163
729,5,3,0,18,1,Tambaram,11091931
3578,4,1,8,7,1,Velachery,73414495
3877,2,2,2,22,2,Tambaram,46827124
2411,2,2,13,11,2,Besant Nagar,84422265
2601,4,3,4,14,1,Anna Nagar,74878685
865,1,2,6,1,1,Adyar,27543813
2160,1,2,14,16,1,Adyar,66180261
2585,3,2,6,6,1,OMR,50161814
1392,4,2,2,12,2,Guindy,39627902
2900,1,3,14,0,0,Adyar,89292315
3469,4,2,3,5,1,Guindy,95222899
1912,5,2,9,12,1,T Nagar,60427693
763,2,1,6,10,2,Chromepet,11301785
694,2,3,7,9,1,Besant Nagar,25052373
2405,2,4,1,15,1,Anna Nagar,67666192
3480,4,4,8,23,2,Tambaram,44042689
1733,4,1,6,22,1,Guindy,48126146
2983,3,1,12,19,1,OMR,57133930
1421,2,3,7,16,2,Adyar,44984653
837,3,4,5,16,0,Porur,14240560
3028,2,2,5,3,1,Adyar,91274869
3546,3,1,8,4,1,Velachery,72919432
3130,3,4,3,22,0,Besant Nagar,107784913
2560,5,3,10,13,2,Velachery,54487504
3549,3,2,10,19,0,Adyar,107198062
1648,4,3,4,9,1,Porur,27026651
2276,3,1,8,13,0,Velachery,46381674
3788,2,4,0,0,2,Anna Nagar,107685757
3129,3,4,3,10,1,Velachery,63847496
3564,1,4,6,22,2,Porur,53528428
3641,2,4,10,17,2,Velachery,74810212
1563,1,2,14,15,0,Guindy,42864475
1136,2,2,8,17,0,T Nagar,34570941
3750,4,3,14,7,2,Tambaram,47757677
2203,4,2,13,9,2,Adyar,69058923
3844,4,1,12,9,1,Guindy,105024507
2579,1,1,10,4,2,Tambaram,31931700
3683,5,4,11,9,2,T Nagar,117383460
727,2,1,12,17,0,Guindy,19069561
691,4,3,9,20,2,OMR,14812159
1142,2,2,5,23,2,Guindy,31837303
1445,1,2,11,5,0,Anna Nagar,41229440
2281,5,2,7,2,1,Porur,35985995
3636,1,1,12,7,0,Adyar,109274955
2451,2,2,8,8,0,Besant Nagar,83607943
3094,5,4,9,4,2,Tambaram,39901482
989,5,4,3,1,2,Velachery,23218330
3319,1,4,0,1,1,Adyar,102060945
2484,4,1,13,6,2,Besant Nagar,86784091
642,2,2,7,16,1,T Nagar,21246124
853,3,1,1,9,1,Guindy,23600588
3801,3,2,10,11,1,Besant Nagar,129798174
1683,1,3,0,1,1,OMR,34012804
3310,2,3,12,9,2,Adyar,100942450
3114,2,1,6,19,0,Adyar,94119354
2934,1,4,11,0,0,Adyar,89749230
3658,2,1,9,3,2,Porur,56997295
2140,4,4,8,12,2,T Nagar,69237048
2553,1,2,10,11,1,Porur,39443862
3425,4,4,14,10,2,Adyar,105743890
2992,2,4,11,9,0,OMR,59044292
1241,1,2,11,14,2,Velachery,25805153
3029,2,3,8,4,2,OMR,60268807
1289,1,2,2,24,1,Tambaram,15204071
1876,2,1,5,16,1,T Nagar,58854289
2550,4,1,6,4,1,Guindy,70954589
1679,4,1,13,1,1,Adyar,51815453
2086,2,1,9,8,0,Besant Nagar,72544924
1056,1,1,8,5,2,Velachery,22557950
1582,3,3,14,17,2,Guindy,46384485
2730,4,3,1,13,1,Chromepet,38110346
1722,4,4,7,18,0,OMR,34342549
748,3,1,13,13,0,Velachery,17082793
1952,2,2,6,7,2,Chromepet,27319668
1779,1,1,3,16,1,Porur,27060553
789,2,3,1,2,2,Chromepet,11097318
1482,5,1,7,9,2,Guindy,41492232
2910,4,3,10,16,0,T Nagar,91872185
3751,5,4,4,10,0,OMR,73121317
999,4,4,5,7,2,Velachery,22562594
3411,4,4,13,0,1,Chromepet,47929184
1208,5,3,10,12,1,OMR,25754479
3931,5,1,6,20,2,Velachery,79971856
2395,2,1,14,3,2,Velachery,50242478
2238,5,2,14,6,1,Guindy,62578976
2175,2,3,9,13,1,OMR,42133879
3432,2,2,0,4,1,Guindy,93944818
2748,2,4,7,23,2,Chromepet,36646748
1982,4,1,3,10,0,Tambaram,24613077
2003,4,3,12,16,1,T Nagar,64599986
1419,5,2,8,4,1,Tambaram,19746816
3892,4,2,0,19,1,Anna Nagar,109880097
1419,5,2,10,2,2,Adyar,44577450
1019,4,1,1,4,0,Tambaram,13150418
723,1,1,13,14,0,Porur,12406039
1021,1,1,5,18,1,T Nagar,32414270
3902,5,3,10,15,2,Adyar,120271795
3734,4,1,9,7,0,Chromepet,50240012
2108,4,3,10,12,2,Guindy,59060475
2197,2,2,13,15,0,Porur,34457596
1367,3,2,0,2,1,Adyar,43120919
2644,5,4,3,0,2,Adyar,82030129
3130,3,1,7,8,1,Velachery,63623397
3166,3,2,14,8,0,Anna Nagar,89567370
2802,5,1,9,21,0,Guindy,76594787
2739,4,3,4,16,1,Chromepet,37551459
3629,5,2,12,23,0,OMR,70232869
2149,3,1,8,1,1,Tambaram,27963865
3102,4,2,10,8,1,T Nagar,99175587
2364,1,2,10,23,1,Anna Nagar,66734410
2644,5,1,5,18,0,Velachery,54101865
3245,5,2,0,12,2,Velachery,67094305
1109,4,2,5,4,1,Adyar,34922798
1806,1,2,5,8,2,Besant Nagar,62210339
985,1,2,12,12,0,Tambaram,12331246
2197,4,3,5,0,0,Anna Nagar,62993211
3052,2,2,7,24,2,Adyar,92899893
2893,5,4,14,14,1,Anna Nagar,83445710
1341,5,2,5,3,0,Porur,22700693
3308,3,1,4,3,1,Guindy,91010641
3297,4,4,14,19,1,T Nagar,104385609
2511,3,3,10,9,2,Tambaram,32676814
2046,3,4,1,24,0,Velachery,41238269
1500,1,4,3,5,2,Besant Nagar,52159797
2712,5,4,13,23,0,Chromepet,37642798
3684,3,1,14,11,2,OMR,70758163
2860,1,1,9,19,0,Guindy,77417305
2609,4,1,4,15,0,Tambaram,32603251
841,3,3,9,2,0,Porur,15140441
3140,5,1,3,13,1,Tambaram,40017739
3884,3,1,1,0,1,Chromepet,51826856
2985,4,4,6,9,2,T Nagar,95360133
2620,3,1,9,14,2,T Nagar,82307824
772,5,2,9,6,0,Anna Nagar,23504256
1271,1,1,1,3,0,Adyar,39243830
763,5,3,0,13,1,T Nagar,25463047
1064,1,3,13,23,1,Besant Nagar,37135838
3642,2,2,4,15,1,OMR,69531431
1096,5,3,11,13,2,Porur,19281283
1299,5,3,12,2,1,Chromepet,20134027
3042,4,4,0,16,2,Velachery,63061511
1302,3,2,0,20,1,T Nagar,40506319
2540,1,4,14,13,1,Velachery,52829972
2955,1,4,0,17,0,T Nagar,91525949
2391,4,1,5,2,2,Besant Nagar,83350792
782,4,2,8,21,1,Velachery,16240940
1228,3,1,9,18,0,Adyar,37580265
3157,3,1,12,2,2,Porur,48973206
2331,5,4,10,11,2,OMR,46924571
1145,2,3,11,21,1,Besant Nagar,40119955
2187,3,2,0,4,2,Adyar,67663612
1223,4,3,4,9,0,OMR,25273451
1193,3,4,14,8,0,Adyar,36701351
1343,1,4,8,0,2,Adyar,42629159
3898,2,4,13,12,0,Adyar,118613138
2368,5,4,8,2,2,Anna Nagar,69143898
2059,1,4,0,18,0,OMR,39060796
2548,1,4,7,10,2,Adyar,77958785
3201,2,3,0,15,2,Guindy,87642299
2668,5,1,14,5,2,Guindy,74924941
3201,4,3,7,23,0,T Nagar,100362354
3044,5,2,0,2,2,Porur,46717889
3272,3,3,11,18,2,Velachery,67022348
704,1,4,4,5,1,T Nagar,22582153
2839,3,3,7,7,1,Anna Nagar,82339610
616,4,1,5,21,2,Guindy,17971656
3791,3,2,8,12,1,OMR,73869560
992,5,3,0,11,2,Porur,17357563
1024,3,1,8,9,1,Porur,16905164
2776,4,3,0,2,0,Velachery,57031891
3801,4,2,9,3,0,OMR,73877085
1171,4,3,9,0,2,Chromepet,16962703
2676,5,4,2,12,2,Velachery,56011096
1720,4,3,0,23,0,Porur,26830190
3681,1,1,2,3,0,Anna Nagar,103524085
841,4,3,11,21,1,Besant Nagar,30425710
2879,3,1,10,10,2,Besant Nagar,98982794
1388,3,2,12,18,0,Guindy,38508976
3955,3,3,1,10,0,Porur,60150073
1314,5,2,1,11,2,Anna Nagar,39134502
1358,3,2,8,10,1,Velachery,28730492
3449,5,3,7,5,1,Anna Nagar,98752093
1375,5,1,0,11,1,Tambaram,17930024
3373,4,2,11,8,1,Velachery,69020237
2847,1,2,13,24,0,Adyar,85635912
3592,4,3,3,9,2,Velachery,74221343
678,4,3,12,2,2,Guindy,20459852
3603,5,3,0,2,0,Besant Nagar,124491421
1455,5,3,0,19,0,Velachery,30065032
3844,3,3,11,22,0,Adyar,115824209
3114,3,4,11,15,2,Tambaram,40450646
3228,4,3,3,2,2,Anna Nagar,93380887
2039,2,1,1,9,2,OMR,39431968
3587,2,2,2,23,1,Besant Nagar,122243115
3096,3,1,10,10,0,Anna Nagar,86876877
2734,2,1,8,7,0,Tambaram,32931756
2748,3,4,1,5,0,OMR,53197985
1631,5,3,3,19,2,Porur,26438207
1444,4,2,0,10,0,T Nagar,45906639
3871,1,1,1,20,0,Guindy,104432860
686,4,3,4,11,1,Anna Nagar,21357303
2690,3,3,13,15,2,Chromepet,37159004
1007,3,4,9,17,0,OMR,20062296
